filter_p,prolificID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,t.morals_First Click,t.morals_Last Click,t.morals_Page Submit,t.morals_Click Count,wis_psych_char,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,IMW_J,IMW_O,IMW_FINAL,FRMW_J,FRMW_O,FRMW_FINAL,FRWM_J,FRWM_O,FRWM_FINAL,FRJF_J,FRJF_O,FRJF_FINAL,TRMW_J,TRMW_O,TRMW_FINAL,TRWM_J,TRWM_O,TRWM_FINAL,TRHOC_J,TRHOC_O,TRHOC_FINAL,PR_J,PR_O,PR_FINAL,DR_J,DR_O,DR_FINAL,FM_J,FM_O,FM_FINAL,CONSTRUCT_J,CONSTRUCT_O,CONSTRUCT_FINAL,Intention_J,Intention_O,Intention_FINAL,Action_J,Action_O,Action_FINAL,MDW_J,MDW_O,MDW_FINAL,wisdom_culture,AR_K,AR_H,AR_FINAL,U_K,U_H,U_FINAL,MBR_K,MBR_H,MBR_FINAL,CCOMPETENCE_K,CCOMPETENCE_H,CCOMPETENCE_FINAL,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,t.culture_First Click,t.culture_Last Click,t.culture_Page Submit,t.culture_Click Count,comments,age,sex,gender,gender_5_TEXT,edu,prior.knowledge,occupation,ethnicity,religion,religion_9_TEXT,Politics_1,country,income,more.coments,PROLIFIC_PID,STUDY_ID,SESSION_ID
0,6172993db133fff584b2b07e,10/22/2021 11:26,10/22/2021 11:44,IP Address,84.70.210.46,100,1114,TRUE,10/22/2021 11:45,R_12QkVnsQHVkPKXP,,,,,53.62350464,-2.335205078,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is a precursor for morality,water to a plant.,"Having wisdom does not mean having morality, it means understanding moral implications and being able to choose to respect them or not. Without wisdom morality is just a taught obligation without a ground. ",14.921,83.082,85.327,4,"Wisdom is independent and infinite, it can then be used to achieve certain moral intentions or not. Moral intentions cannot be achieved without a certain level of wisdom. ",0,0,124.483,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"The level of culture and also the type of culture impacts the level of wisdom acquired. The same culture can be taught in many different ways, preaching many different values and the ways in which culture interacts with human, the ways in which it is shown to human helps to shape the type of wisdom human has. Culture is also not a unified body, every person experiences culture and aspects of culture differently, so when they pass on the culture, they do it with their interpretation of it, based in their own values. E.g., a homophobic human would interpret mythology of a region X differently than a gay or LGBTQ+ supportive persona. ",1,,1,0,,0,0,,0,1,,1,"Open-mindedness/Consideration of diverse perspectives,Equanimity/Self-control,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Realization of shared humanity,Pursuit of truth","Context-sensitivity,Balance of diverse interests,In-group cooperation","Experiential knowledge,Sympathy/compassion,Self-compassion","Uncertainty management,Seeking Insight /Meaning,Humor,Deliberation/Reflection",,3,1,2,,,,4,5,,,,,,,,,,,,,1,,,,,3,,2,,,,,,,,,,,,,,,,2,,1,,,,3,,,,,,,4,,,,,,,1,,2,,3,5.094,60.798,208.613,2,,31,Female,,,,,,,,,,,,,,,
0,6172aa09d3e15e3231662987,10/22/2021 10:51,10/22/2021 10:54,IP Address,176.253.89.27,100,201,TRUE,10/22/2021 10:54,R_3FPyBd0WFDWDssX,,,,,54.8999939,-1.516693115,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is sufficient for wisdom","Wisdom is relevant for morality,Wisdom is sufficient for morality",Butter is to bread,"I think that you can  be wise and still not be a moral person, but I think that morality often brings with it a sense of wisdom",0.709,18.728,38.238,2,I think that wisdom oftens guides people to act in a certain way.,0,0,2.141,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"Some cultures are enhanced by wisdom, and I think that people think a certain way due to their cultures.",1,,1,0,,0,0,,0,1,,1,"Experiential knowledge,Equanimity/Self-control,Seeking Insight /Meaning,Humor,Pursuit of truth,In-group cooperation","Realization of shared humanity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Declarative (book) knowledge","Uncertainty management,Context-sensitivity,Self-transcendence,Open-mindedness/Consideration of diverse perspectives,Balance of diverse interests","Sympathy/compassion,Self-compassion,Deliberation/Reflection",,,,2,,,,,5,6,,,1,,,3,,4,2,,,,,,1,,,,,,,3,,,,,4,,2,3,,,,,,5,,1,,,,,,,,,,3,,,,1,,,,,,2,,0,0,75.163,0,No,20,Female,,,,,,,,,,,,,,,
0,6172aedffb27a19a4edeeaa2,10/22/2021 11:52,10/22/2021 11:57,IP Address,92.22.223.188,100,308,TRUE,10/22/2021 11:57,R_2D7I0KIQy8HZv83,,,,,52.61889648,-2.003997803,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,Pinapple Isto cheese ,I think it’s supports them in a positive way ,8.102,51.553,52.977,9,I think it massively plays apart in decisions made. How positive you feel will impact of decisions made ,1.57,4.988,6.913,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,Wisdom could effect culture depending on how you where feeing. How serious you were about your culture ,0,,0,0,,0,0,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,8.027,9.588,11,,29,Female,,,,,,,,,,,,,,,
0,6172b11a53f569eb7899b680,10/22/2021 13:35,10/22/2021 13:44,IP Address,84.65.141.144,34,499,FALSE,10/22/2021 14:44,R_1kLhZckIJwoO5HG,,,,,,,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",morality is to wisdom,,2.475,161.737,161.74,3,I believe that psychological characteristics depend largely on both moral intentions and actions,,,,,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Female,,,,,,,,,,,,,,,
0,6172b9d5eee3afcebd2fabbf,10/22/2021 10:18,10/22/2021 10:28,IP Address,192.41.114.225,100,604,TRUE,10/22/2021 10:28,R_2wgeRQN7wu3qSZq,,,,,55.94889832,-3.163192749,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is sufficient for morality,Running is to walking.,You don't need to have wisdom to have morality but to have wisdom I assumed you already have morality. Which is why I said ...as running is to walking.,3.893,138.183,139.166,10,I think they depend a lot on moral intentions and actions as they will result in experience which becomes wisdom.,0,0,99.858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,0,,,0,I don't think there is a relationship between culture and psychological characteristics of wisdom. I was going to refer to buddhism but those are excluded.,0,,0,0,,0,0,,0,0,,0,"Sympathy/compassion,Equanimity/Self-control,Self-transcendence,Declarative (book) knowledge","Deliberation/Reflection,Humor,Self-compassion,Context-sensitivity,Balance of diverse interests,Pursuit of truth,Realization of shared humanity","Open-mindedness/Consideration of diverse perspectives,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Uncertainty management,Seeking Insight /Meaning","Experiential knowledge,In-group cooperation",,,,2,,3,,,,,1,,,,4,,,,,,,4,,1,7,6,,,5,,,,,3,2,2,1,,,,,,,,,,,3,,4,,,,,,,,,,,2,,,1,,,,,,6.321,6.321,134.157,1,,18,Male,,,,,,,,,,,,,,,
1,,10/21/2021 13:04,10/21/2021 13:05,IP Address,72.138.59.210,100,28,TRUE,10/21/2021 13:05,R_1Dwm0aaEtPIAwq0,,,,,43.47399902,-80.55400085,anonymous,EN,,,,,,1.958,1.958,1.961,1,,0,0,1.507,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.972,0,,,,,,,,,,,,,,,,,,
1,,10/22/2021 12:43,10/22/2021 12:43,IP Address,92.20.112.38,9,35,FALSE,10/22/2021 13:43,R_2dZ9t24g4C3ROKZ,,,,,,,anonymous,EN,I consent to participate in this study,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53a9a1a6fdf99b5cf1a36ee0,10/22/2021 14:17,10/22/2021 14:18,IP Address,68.48.126.21,28,68,FALSE,10/22/2021 15:18,R_24P3ozgilpuOmvz,,,,,,,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality",experience is to aging,,8.643,25.406,25.409,2,,,,,,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,CONSENT REVOKED,,,,,,,,,,,,,,,
1,5671131573f58b0005664333,10/22/2021 13:02,10/22/2021 13:11,IP Address,99.229.107.43,31,531,FALSE,10/22/2021 14:11,R_2bGYLl0TvPUDLdF,,,,,,,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality",necessary as oxygen is for humans,,2.158,185.563,185.567,13,Wisdom is usually earned over time through observing the behaviors of others so individual characteristics do not make great contribution,,,,,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,CONSENT REVOKED,,,,,,,,,,,,,,,
1,568d912de3ef9e000ca0da9e,10/22/2021 14:31,10/22/2021 14:32,IP Address,82.2.117.198,9,20,FALSE,10/22/2021 15:32,R_yOWTgrbFN5xov6h,,,,,,,anonymous,EN,I consent to participate in this study,,,,,,,,,,,,,,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,CONSENT REVOKED,,,,,,,,,,,,,,,
1,572624fb0e21cd0010ce8941,10/22/2021 13:34,10/22/2021 13:47,IP Address,78.17.64.180,100,757,TRUE,10/22/2021 13:47,R_2CQuqGwXeKB5XsD,,,,,53.519104,-8.849105835,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,breathing is to life,the cultural and societal norms we learn,10.284,24.746,72.901,2,our morality largely dictates  how we act morally to our own satisfaction and those we are lead to believe is correct,68.768,68.768,116.003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,"culturally over time our wisdom has changed, what was morally correction ion our society is ever changing and mainly due to an enhanced wisdom",1,,1,0,,0,0,,0,0,,0,"Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Self-transcendence,Open-mindedness/Consideration of diverse perspectives","In-group cooperation,Uncertainty management","Realization of shared humanity,Balance of diverse interests,Deliberation/Reflection,Declarative (book) knowledge,Context-sensitivity","Self-compassion,Seeking Insight /Meaning,Pursuit of truth,Sympathy/compassion,Humor,Equanimity/Self-control,Experiential knowledge",,1,3,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,5,,3,1,,,,2,,,4,,,,,,6,,,,,3,,4,,7,,,2,1,5,46.426,132.853,134.028,4,something yet to be achieved,63,Male,,,,,,,,,,,,,,,
1,575850aaa187de0006056128,10/22/2021 12:13,10/22/2021 12:21,IP Address,82.9.85.50,31,489,FALSE,10/22/2021 13:21,R_1pJXOz2hdcaKwSe,,,,,,,anonymous,EN,I consent to participate in this study,,,,I personally do not believe there to be any strong link between wisdom and morality or at least that morality is a requirement; not to say it couldn't be beneficial to one's wisdom. I believe the collection of lessons from personal and close associates' life experiences to be a far greater cultivator of wisdom.,4.633,341.781,350.116,28,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Male,,,,,,,,,,,,,,,
1,582ee44408b46b00010dbb07,10/22/2021 13:24,10/22/2021 13:25,IP Address,64.66.213.58,19,85,FALSE,10/22/2021 14:25,R_b2dS9uYR4AJGor7,,,,,,,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is necessary for morality,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Male,,,,,,,,,,,,,,,
1,58dc21fabd5abb000185ee39,10/22/2021 12:18,10/22/2021 12:53,IP Address,82.36.136.168,19,2131,FALSE,10/22/2021 13:53,R_AbQJ1l0x7xFWmxX,,,,,,,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality",,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Female,,,,,,,,,,,,,,,
1,5995c0c7d25b9e0001825850,10/22/2021 15:55,10/22/2021 16:22,IP Address,109.153.23.183,9,1601,FALSE,10/22/2021 17:22,R_BRfuJysXs3Y3CgN,,,,,,,anonymous,EN,I consent to participate in this study,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Male,,,,,,,,,,,,,,,
1,59bfa457d9e6ba0001b5f2bf,10/22/2021 13:27,10/22/2021 13:35,IP Address,86.3.209.43,28,500,FALSE,10/22/2021 14:35,R_1PdipfPTQUqoOrd,,,,,,,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,a leg is to the body,"I understand morality as a code that someone lives by, determining the choices they make and the way they conduct themselves differentiating between right and wrong.",8.682,149.451,188.986,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Female,,,,,,,,,,,,,,,
1,59d897dee2762800015eb6ec,10/22/2021 14:09,10/22/2021 14:15,IP Address,2.122.226.95,28,388,FALSE,10/22/2021 15:15,R_2TTcZIyAu9dUNyK,,,,,,,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is necessary for morality",Comb is to hair,,6.162,136.83,136.838,5,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,CONSENT REVOKED,,,,,,,,,,,,,,,
1,59dd2814ac0af70001b3634b,10/22/2021 12:39,10/22/2021 12:41,IP Address,90.204.184.181,28,105,FALSE,10/22/2021 13:41,R_2SB2j2ux129MeJh,,,,,,,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is necessary for morality,Morality is to wisdom,No,7.828,26.582,27.724,3,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Male,,,,,,,,,,,,,,,
1,5a033ac3f2e3460001edabac,10/22/2021 12:42,10/22/2021 12:45,IP Address,79.68.118.68,19,184,FALSE,10/22/2021 13:45,R_3iPw6BdPKyCddU9,,,,,,,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,Female,,,,,,,,,,,,,,,
1,5a674e7ab9e3b50001a73698,10/22/2021 13:17,10/22/2021 13:19,IP Address,188.30.63.56,19,127,FALSE,10/22/2021 14:19,R_BY6ggwjX6bMQfOp,,,,,,,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Female,,,,,,,,,,,,,,,
1,5ac68755fa3b4e0001737f38,10/22/2021 12:53,10/22/2021 12:54,IP Address,91.125.39.65,28,92,FALSE,10/22/2021 13:54,R_3jcfBzV5LgJT7Ym,,,,,,,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,bread is to butter,No,1.444,20.176,26.063,6,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Female,,,,,,,,,,,,,,,
1,5acb56195cd105000162769c,10/22/2021 14:05,10/22/2021 14:08,IP Address,82.23.18.49,19,186,FALSE,10/22/2021 15:08,R_2zLJwK0dOru7y3J,,,,,,,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is necessary for morality,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,CONSENT REVOKED,,,,,,,,,,,,,,,
1,5ad1dee393f87d00016ce40f,10/22/2021 13:12,10/22/2021 13:23,IP Address,174.204.66.122,31,646,FALSE,10/22/2021 14:23,R_2WBeow6nXIL7N0g,,,,,,,anonymous,EN,I consent to participate in this study,Morality is sufficient for wisdom,Wisdom is necessary for morality,Crawling is to walking,,14.011,462.924,462.943,8,I'd say about 80% in the end deep down I believe we all know the difference between right and wrong,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Female,,,,,,,,,,,,,,,
1,5ad8b365e34a050001b83ab4,10/22/2021 12:56,10/22/2021 13:34,IP Address,80.229.226.237,100,2305,TRUE,10/22/2021 13:34,R_2CsrgiXNiKS4aPF,,,,,51.58259583,-0.115402222,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,Literacy is to the ability to communicate with others,"I think that it would be difficult to be a moral person without wisdom.  When I speak of wisdom, I'm not talking of education, but rather an understanding of how the treatment of others affects them and their subsequent feelings and decisions.  It's also an understanding about the interconnectedness of everything; people, animals, plants, the environment both natural and built.  How could you make moral judgments, without a sense of why something would be right or wrong?",7.114,596.085,597.141,3,"I think that moral intentions - the desire to either do the right thing or not - certainly affects wisdom.  If someone doesn't care whether or not their actions harm others, they're not going to bother to observe the result of their actions other than how their actions affect themselves and their desires.  You cannot gain wisdom without observation.",55.474,85.879,88.295,5,0,,0,1,,1,1,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,0,,,,,,,,,,"I think that culture can affect wisdom, in that some cultures can contribute to people's sense of self worth either positively or negatively (eg some cultures devalue women, others frown on homosexuality).  If a person is brought up to believe that their opinions have no value, they are less likely to develop a sense of curiosity about the world around them.  Without that sense of curiosity they are unlikely to gain wisdom.",1,,1,0,,0,0,,0,0,,0,"Open-mindedness/Consideration of diverse perspectives,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Declarative (book) knowledge,Self-compassion,Self-transcendence","Realization of shared humanity,Sympathy/compassion,Seeking Insight /Meaning,Uncertainty management","In-group cooperation,Balance of diverse interests,Pursuit of truth,Context-sensitivity","Experiential knowledge,Deliberation/Reflection,Humor,Equanimity/Self-control",,2,1,,,5,,,,,,,,,3,,4,,,,,,,,1,,,2,,,4,,3,,,,,,4,,,,3,1,,2,,,,,,,,,4,,,2,,,,,,1,,,,,3,7.393,684.589,685.934,36,,59,Female,,,,,,,,,,,,,,,
1,5adf220ee1cbe5000197459c,10/22/2021 11:41,10/22/2021 11:46,IP Address,62.254.158.1,100,331,TRUE,10/22/2021 11:46,R_27NKdOrcRYmXsR8,,,,,51.9322052,-0.456802368,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is necessary for morality,Peace is to tranquility,It's an interesting concept and one is relevant today. I understand morality to be the having perceived morals and acting on them accordingly. ,1.678,34.283,94.5,6,It is a crucial part of a persons behaviour,3.593,3.593,9.361,1,0,,0,0,,0,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,0,,,,,,,,,,It is a really important part ,1,,1,0,,0,0,,0,0,,0,"Humor,Balance of diverse interests,Open-mindedness/Consideration of diverse perspectives,Declarative (book) knowledge","Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Pursuit of truth,Seeking Insight /Meaning,Self-transcendence,Experiential knowledge","In-group cooperation,Deliberation/Reflection,Equanimity/Self-control","Realization of shared humanity,Context-sensitivity,Sympathy/compassion,Uncertainty management,Self-compassion",,,3,,,,,,,,,2,,,4,,,1,1,,,,4,,,2,,,,5,,,3,,,,,3,,,2,,,1,,,,,,,,,,,,2,,,1,,,3,,,4,,,5,,7.439,83.122,84.579,7,It's a fascinating topic ,29,Female,,,,,,,,,,,,,,,
1,5ae633ac58af2400010a4ad8,10/22/2021 13:00,10/22/2021 13:03,IP Address,99.245.40.232,31,171,FALSE,10/22/2021 14:03,R_2rw4cMxYH06CabL,,,,,,,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality",jam is to peanut butter,no comment,1.439,25.207,31.291,2,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Female,,,,,,,,,,,,,,,
