StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,t.intro_First Click,t.intro_Last Click,t.intro_Page Submit,t.intro_Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,field,field_14_TEXT,prior_research,research_morality,research_culturalpsy,education,education_4_TEXT,position,position_8_TEXT,institution_type,institution_type_5_TEXT,country,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,wis_psych_char,wisdomModelFamiliar,model_agreement,model_disagree,wisdom_culture,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,wis_moral_articles,socio_poli_articles,comments,moral_wis_comments - Topics,moral_wis_comments - Parent Topics
8/12/2021 19:00,8/12/2021 19:02,IP Address,47.154.68.121,80,117,FALSE,8/12/2021 20:02,R_1GIjFyPNrHA1KG1,,,,,,,anonymous,EN,5.768,5.768,7.538,1,Edge,92.0.902.67,Windows NT 10.0,1366x768,,,,,,,,,,,,United States,,,,,,No,,,,7.081,7.081,9.428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2021 21:03,8/12/2021 21:06,IP Address,217.93.174.135,57,229,FALSE,8/12/2021 22:06,R_vCgPt9mfwluAwOR,,,,,,,anonymous,EN,0,0,25.276,0,Firefox,90,Macintosh,1280x800,Education,,Yes,Yes,No,PhD,,Associate Professor,,University,,USA,Morality is relevant for wisdom,Wisdom is necessary for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021 3:55,8/13/2021 4:18,IP Address,188.25.158.9,100,1417,TRUE,8/13/2021 4:18,R_2gy1waNIlRfXHNL,,,,,44.40220642,26.06239319,anonymous,EN,0,0,7.654,0,Safari,14.1,Macintosh,1280x800,Moral philosophy,,Yes,Yes,No,PhD,,Associate Professor,,University,,Romania,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is necessary for morality",,"From a philosophical perspective the pair impartiality/partiality has been central to discussions about the nature of morality. Thus, the psychological characteristics of wisdom could touch on impartialist/partialist attitudes. ",They depend to a large extent on moral actions.,No,,,Wisdom could be more inclusive to culture than morality in that it also asks whether an action is culturally acceptable and what it does to cultural practices.,0,0,74.842,0,"Epistemic humility/Recognition of limits of knowledge & one's fallibility,Declarative (book) knowledge,Pursuit of truth,Self-compassion,Seeking Insight /Meaning,Realization of shared humanity,Balance of diverse interests,Open-mindedness/Consideration of diverse perspectives,Self-transcendence","Humor,Uncertainty management,Deliberation/Reflection,Equanimity/Self-control,Experiential knowledge",Context-sensitivity,"In-group cooperation,Sympathy/compassion",1,8,,,9,,6,3,,,7,,,2,5,4,,,,4,,,3,,,,,,5,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,Unknown,
8/13/2021 6:41,8/13/2021 6:41,IP Address,101.181.49.162,10,7,FALSE,8/13/2021 7:41,R_3GxF8spjg7Esfhx,,,,,,,anonymous,EN,1.585,4.846,6.737,2,Safari iPhone,Unknown,iPhone,414x736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021 7:10,8/13/2021 8:08,IP Address,49.36.121.145,100,3438,TRUE,8/13/2021 8:08,R_3dVYJTrmWXarSc3,,,,,19.07479858,72.88560486,anonymous,EN,0,0,188.679,0,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,"Evolutionary Psychology,Cognitive Science,Education",,Yes,Yes,Yes,Other,,Other,,Other,,India,Morality is relevant for wisdom,Wisdom is relevant for morality,,,,No,,,,0,0,12.653,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021 11:53,8/13/2021 11:53,IP Address,73.168.201.38,10,14,FALSE,8/13/2021 12:53,R_3QGlYWNvV95EvsG,,,,,,,anonymous,EN,0,0,9.209,0,Chrome,92.0.4515.131,Windows NT 10.0,1280x720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021 11:05,8/13/2021 12:00,IP Address,66.220.174.30,10,3320,FALSE,8/13/2021 13:00,R_12rLnHXuYF85Ziz,,,,,,,anonymous,EN,0,0,72.367,0,Chrome,92.0.4515.131,Macintosh,1440x900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021 14:59,8/13/2021 15:01,IP Address,99.236.107.60,50,151,FALSE,8/13/2021 16:01,R_OpruA0Jf61j4pgZ,,,,,,,anonymous,EN,7.151,9.538,10.33,2,Chrome,91.0.4472.124,Windows NT 10.0,1093x615,Education,,Yes,No,No,PhD,,Professor,,University,,Canada,Morality is necessary for wisdom,Wisdom is relevant for morality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021 16:08,8/13/2021 17:45,IP Address,99.230.12.236,100,5829,TRUE,8/13/2021 17:45,R_BXKA5c45GzB8ASt,,,,,43.6566925,-79.33999634,anonymous,EN,14.384,14.384,16.226,1,Chrome,92.0.4515.131,Windows NT 6.1,1024x768,"Cognitive Psychology,Wisdom",,Yes,Yes,Yes,Bachelors,,Other,Research Assistant,University,,Canada,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is sufficient for morality",Psychology is to sciences. ,"'- It may be included in the characteristics of a wise individual (i.e. wisdom as a virtue or prudence), however wisdom is still incomplete with morality;  - Not all scholarly definitions of wisdom models such as the 3DWS include morality as a critical dimension; - An individual with strong moral virtue may be considered to be wiser than an individual without one; - Definitions of morality differ, and being a wise person means more than having strong moral virtue; - Measurements of wisdom such as BWP present individuals with moral dilemnas;","Moral intentions appear more pertinent toward measuring wisdom. Most explicit wisdom measures including the Berlin Wisdom Paradigm require an individual to be presented with vignettes where they must reason through a problem, and try to think of moral dilemmas wisely. This sheds light on their belief system rather than the outcomes of their beliefs. Taking into consideration Solomon's paradox, people's intended view of morality may differ from the outcome of their beliefs. One may be more inclined to adopt moral beliefs for reasoning other people's problems, however fail to adopt the same morals when presented with the same scenarios for themselves. ",Yes,"Convergence among the agreements of wisdom, and inclusion of moral grounding. It systematically integrates the most common themes of wisdom including prosociality and focuses on the most important definitions of wisdom. ",A common wisdom model would require a novel measurement tool for assessing wisdom. The current tools may present several concerns for self-reporting. ,"'- Folk definitions of wisdom differ between different cultures, with some cultures not even having their own definition; - Some cultures may emphasize the pragmatics of wisdom, others the knowledge of wisdom; - Within cultures, definitions of wisdom differ. Prototypes of wisdom may be impacted by intergenerational differences, while some remain the same; - The value of wisdom differs among cultures (e.g. Chinese philosopher Mencius considers wisdom to be secondary to benevolence and righteousness;  - There is historical convergence among Western (e.g. Greek), and Eastern (e.g. Buddhism) about wisdom entailing knowledge, solving problems, and prosocial functions;",0.947,325.288,326.486,7,"Uncertainty management,Epistemic humility/Recognition of limits of knowledge & one's fallibility","Open-mindedness/Consideration of diverse perspectives,Context-sensitivity,Self-transcendence,Balance of diverse interests","Pursuit of truth,Self-compassion,Humor,Deliberation/Reflection","Sympathy/compassion,Seeking Insight /Meaning",2,,,,,,,,,,,,1,,,,,,1,,2,3,,,,,,4,,,,,,,,,,,,4,,1,,,,,,,,2,3,,,,,,,,,,1,,,,,2,,,"Glück, J., Gussnig, B., & Schrottenbacher, S. M. (2020). Wisdom and value orientations: Just a projection of our own beliefs?. Journal of personality, 88(4), 833-855.;  Cheng, W. (2021). On the Metaphysical Motivation of Laozi's Non-morality. International Journal of Frontiers in Sociology, 3(1).;  Davis, D. (2020). Seeking the Common Good by Educating for Wisdom. Christian Scholar's Review, 49(4), 343-353.;  Grossmann, I., Weststrate, N. M., Ferrari, M., & Brienza, J. P. (2020). A common model is essential for a cumulative science of wisdom. Psychological Inquiry, 31(2), 185-194.;  ","Kim, J., Munroe, M., Feng, Z., Morris, S., Al-Refae, M., Antonacci, R., & Ferrari, M. (2021). Personal growth and well-being in the time of COVID: An exploratory mixed-methods analysis. Frontiers in Psychology, 12, 734.;  Ames, M. C. F. D. C., Serafim, M. C., & Zappellini, M. B. (2020). Phronesis in administration and organizations: A literature review and future research agenda. Business Ethics: A European Review, 29, 65-83.;  Glück, J. (2019). Wisdom vs. populism and polarization: Learning to regulate our evolved intuitions. In Applying Wisdom to Contemporary World Problems (pp. 81-110). Palgrave Macmillan, Cham.;  Weststrate, N. M. (2019). “Hate Begets Hate; Violence Begets Violence”: A Wisdom-Based Analysis of Contemporary Social Activism. In Applying wisdom to contemporary world problems (pp. 143-171). Palgrave Macmillan, Cham.;  Santos, H. C., & Grossmann, I. (2021). Cross-temporal exploration of the relationship between wisdom-related cognitive broadening and subjective well-being: Evidence from a cross-validated national longitudinal study. Social Psychological and Personality Science, 12(4), 506-516.;  ",,Unknown,
8/13/2021 18:44,8/13/2021 19:03,IP Address,66.220.174.30,100,1107,TRUE,8/13/2021 19:03,R_1js14yvS6Rg36RT,,,,,43.97019958,-80.01599884,anonymous,EN,0,0,2.777,0,Chrome,92.0.4515.131,Macintosh,1440x900,"Clinical Psychology,Personality Psychology,Wisdom",,No,No,No,Bachelors,,Undergraduate student,,University,,Canada,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",,,,,,,,0,0,3.873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2021 19:11,8/13/2021 19:52,IP Address,66.220.174.30,100,2500,TRUE,8/13/2021 19:52,R_2PnuvN3kAsRze0K,,,,,43.97019958,-80.01599884,anonymous,EN,0,0,2.909,0,Chrome,92.0.4515.131,Macintosh,1440x900,"Clinical Psychology,Personality Psychology,Wisdom",,No,No,No,Bachelors,,Undergraduate student,,University,,Canada,Morality is relevant for wisdom,"Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",a sage is to a person.,"Being wise necessarily leads to being moral, but being moral does not necessarily lead to being wise; Wisdom entails a profound understanding of the self and cosmos, a spiritual component that is rooted in love. As such, it necessarily leads to moral intentions/thoughts and behavior; Morality, in the absence of wisdom, is like Virgil (Dante's Inferno), stuck in limbo. ",The psychological characteristics of wisdom (e.g. intellect) must orient around moral intentions and actions i.e. doing the right thing to achieve a common good. ,No,,,"Psychological characteristics of wisdom are manifestations of the intangible, archetypal form of wisdom. Culture both enables us to bring the form to fruition (to a certain extent), but also limits our conception of it -- just as language enables our expression and understanding of the world, it also confines it to its limitations. ",4.899,4.899,209.325,1,,"Humor,In-group cooperation,Self-compassion,Equanimity/Self-control","Epistemic humility/Recognition of limits of knowledge & one's fallibility,Self-transcendence,Uncertainty management,Realization of shared humanity,Pursuit of truth,Seeking Insight /Meaning","Open-mindedness/Consideration of diverse perspectives,Sympathy/compassion,Context-sensitivity,Deliberation/Reflection,Balance of diverse interests,Experiential knowledge",,,,,,,,,,,,,,,,,,,,4,,,,,,2,,,,,,,3,1,1,,,,2,,4,5,,,,,3,,6,,,,1,,3,,4,,,,2,5,6,,,,,,,,,Unknown,
8/14/2021 2:36,8/14/2021 2:43,IP Address,175.167.130.31,50,390,FALSE,8/14/2021 3:43,R_2B9w1SGQrK00JRN,,,,,,,anonymous,EN,0,0,14.644,0,Edge,92.0.902.55,Windows NT 10.0,1368x912,Education,,Yes,Yes,No,Masters,,Graduate student,,University,,Japan,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is sufficient for morality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2021 4:52,8/14/2021 5:01,IP Address,137.97.94.27,80,571,FALSE,8/14/2021 6:01,R_3HAArnjR2zIrcNB,,,,,,,anonymous,EN,0,0,0.901,0,Chrome,87.0.4280.141,Linux x86_64,412x915,"Social Psychology,Personality Psychology,Moral Psychology,Wisdom",,No,No,No,Masters,,Other,PhD scholar,University,,India,Morality is relevant for wisdom,Wisdom is necessary for morality,Sun is to the sky ,I think conceptualizations of morality change with changing levels of wisdom.; With wisdom you look beyond good and bad; With wisdom you learn to look at intentions rather than at consequences.,Wisdom bridges the two. A wise person realizes that it's pretty to make mistakes while communicating intentions. So a wise person will be careful while they infer intentions. ,No,,,Culture perhaps primes us in the way we perceive and understand situations. ; Culture might also shaoe the way we relate to the situation and how we place ourselves in the context.; All of these might influence our attitudes.,0,0,32.123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
8/14/2021 4:58,8/14/2021 7:21,IP Address,220.158.144.34,10,8608,FALSE,8/14/2021 8:21,R_3JeZSNmLXmhO4OQ,,,,,,,anonymous,EN,0,0,1685.725,0,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2021 11:52,8/14/2021 11:52,IP Address,80.187.82.147,10,7,FALSE,8/14/2021 12:52,R_C4bvcd4psu1nj4l,,,,,,,anonymous,EN,4.284,4.284,6.252,1,Chrome,87.0.4280.141,Android 11,385x854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2021 11:52,8/14/2021 11:55,IP Address,73.101.250.70,80,170,FALSE,8/14/2021 12:55,R_xxfJ0pjy9bNhtn3,,,,,,,anonymous,EN,0,0,4.868,0,Safari,15,Macintosh,834x1194,"Moral Psychology,Virtue ethics,Moral philosophy,Cognitive Science",,,,,PhD,,Professor,,Liberal arts college,,United States,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality",,,,No,,,,3.267,3.267,3.299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2021 19:39,8/14/2021 20:50,IP Address,174.20.102.27,100,4287,TRUE,8/14/2021 20:50,R_sZoqo9hQFM3iyoV,,,,,45.02279663,-93.30120087,anonymous,EN,0,0,35.143,0,Chrome,90.0.4430.93,Macintosh,1280x800,Other,Business Psychology,Yes,Yes,No,Masters,,Graduate student,,Private sector,,United States,Morality is necessary for wisdom,,,"I see wisdom incorporating morality, but morality alone does not equate to wisdom. I also think wisdom could eventually have a universal, globally accepted definition of the construct, but morality will have nuances by country culture, religion. Wisdom has no judgement on morals and ethics, but uses both in decision making. But....I am also early in my academic journey so I am here to learn from all of you!",,Yes,"We need a common definition of wisdom, the Common Wisdom Model addresses this academic need","This is not a disagreement necessarily, I felt like the end result overcomplicated the objective of developing a common model of wisdom","I see wisdom as a mindset, an elevated level of thinking that when one is in the state of wisdom, and using wise reasoning, there is no judgement on culture, morals, ethics, etc. Culture is taken into consideration, but without judgement. ",0,0,225.786,0,,"Self-transcendence,Declarative (book) knowledge,Deliberation/Reflection","Uncertainty management,Realization of shared humanity","Open-mindedness/Consideration of diverse perspectives,Pursuit of truth,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Balance of diverse interests,Experiential knowledge",,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,2,,,,,,,,,,2,,,,,,1,,,,,3,1,,,,,,2,,,4,5,,,,,,,,,Unknown,
8/14/2021 21:50,8/14/2021 22:16,IP Address,125.168.113.116,100,1582,TRUE,8/14/2021 22:16,R_3MKYKVuUOoOAxLr,,,,,-33.43380737,151.3713074,anonymous,EN,5.549,8.649,9.594,2,Firefox,91,Android 11,396x858,"Quantitative Psychology,Virtue ethics,Cognitive Science,Education",,Yes,No,No,PhD,,Associate Professor,,University,,Australia,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality",The mangrove tree is to the mangrove island,,,No,,,"Psychological characteristics and culture and mutually constitutive; Excluding cultural practices from psychological characteristics is nonsensical in this sociocultural view; Cultures frame, and are framed by, our psychological characteristics: Psychological characteristics frame, and are framed by, our shared cultural practices",123.411,139.61,140.38,6,,"Experiential knowledge,Equanimity/Self-control,Context-sensitivity,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Open-mindedness/Consideration of diverse perspectives,In-group cooperation,Deliberation/Reflection,Balance of diverse interests,Realization of shared humanity,Uncertainty management,Pursuit of truth",,"Seeking Insight /Meaning,Declarative (book) knowledge",,,,,,,,,,,,,,,,,,4,5,2,3,,7,9,11,6,,8,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,
8/15/2021 1:19,8/15/2021 1:27,IP Address,98.228.163.161,10,485,FALSE,8/15/2021 2:27,R_1oGE1a1FW8yRsNT,,,,,,,anonymous,EN,4.281,4.281,6.144,1,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021 4:32,8/15/2021 4:33,IP Address,47.31.134.20,10,43,FALSE,8/15/2021 5:33,R_3lRcKkRwSDA4Rwt,,,,,,,anonymous,EN,0,0,22.938,0,Chrome,92.0.4515.131,Windows NT 10.0,1536x864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021 7:14,8/15/2021 7:15,IP Address,80.111.103.216,40,74,FALSE,8/15/2021 8:15,R_2t9TIjWLFxFb1Nq,,,,,,,anonymous,EN,0,0,29.941,0,Chrome,91.0.4472.114,Macintosh,1792x1120,"Wisdom,Cognitive Science",,No,No,Yes,PhD,,Associate Professor,,University,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021 8:32,8/15/2021 8:41,IP Address,217.43.22.159,100,525,TRUE,8/15/2021 8:41,R_CetWXkJIzpAUGvD,,,,,51.73770142,-1.20539856,anonymous,EN,0,0,7.056,0,Chrome,92.0.4515.131,Windows NT 10.0,1366x768,"Virtue ethics,Moral philosophy,Other",History of Philosophy,No,No,No,PhD,,Professor,,University,,United Kingdom,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is sufficient for morality",love is to sharing,,"Both flow from wisdom, and could be the basis for attaining wisdom.",No,,,,0,0,28.355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021 15:06,8/15/2021 15:24,IP Address,98.229.84.179,47,1029,FALSE,8/15/2021 16:24,R_3JLciF8TbvHkTK1,,,,,,,anonymous,EN,0,0,13.384,0,Safari,14.0.3,Macintosh,1680x1050,Other,"Social Work (Gerontology, Human Behavior in the Social Environment, Global/International Social Work, Human Rights, Social Justice",Yes,No,Yes,PhD,,Associate Professor,,Liberal arts college,,USA,Morality is relevant for wisdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021 16:01,8/15/2021 19:22,IP Address,67.70.134.74,100,12077,TRUE,8/15/2021 19:22,R_eOJlYuAYPQB5E5P,,,,,45.59539795,-73.43650055,anonymous,EN,2.78,2.78,7.518,1,Chrome,92.0.4515.131,Windows NT 10.0,1280x720,Other,healthcare practice and research,No,No,No,PhD,,Other,senior lecturer,University,,Canada,Morality is relevant for wisdom,Wisdom is necessary for morality,taking in account of seasons and weather when you want the best results for your garden,wisdom is an attitude while morality is a characteristic of psychology (positive or negative)  wisdom is at another level has to be at distance from morality wisdom in grounded in reality but has to be able to move from it to be able to be exercised beautiful paradoxe morality is a cultural construct...wisdom is a way to deal with it in real situation and context,"wisdom doesn't ""depend"" on moral intention or actions  it ""deepens"" either one or both  because wisdom is taking in account equally  the ""because of"" and the ""in order to"" of intentions and actions",No,,,"psychological characteristics of wisdom cannot be ""applied"" to all cultures, even if each culture can recognize and respect some characteristics of wisdom....  because wisdom is attentive to processess (people) and not oriented only to results. wisdom is culturally adapted to situations and contexts.  wisdom is able to hold together, complexity, contradictions, paradoxes, uncertainty and even chaos.... but culture is making choices in order to propose meanings to his group.",20.513,1106.824,1108.614,14,"Pursuit of truth,Declarative (book) knowledge,Equanimity/Self-control","Context-sensitivity,Experiential knowledge,Seeking Insight /Meaning,In-group cooperation,Self-transcendence","Uncertainty management,Deliberation/Reflection,Self-compassion,Open-mindedness/Consideration of diverse perspectives","Sympathy/compassion,Epistemic humility/Recognition of limits of knowledge & one's fallibility,Realization of shared humanity,Balance of diverse interests,Humor",,,3,,,,,1,,,,,,2,,,,,,,1,5,,,,4,,,2,,,3,,,,4,,,,2,,,,,,,1,,,3,,2,,,,,,3,,,1,4,,,,,,5,sorry,"Bontemps-Hommen, C.M.M.L., Baart, A. & Vosman, F.T.H. Practical wisdom in complex medical practices: a critical proposal. Med Health Care and Philos 22, 95–105 (2019). https://doi.org/10.1007/s11019-018-9846-x   Kristja´nsson, Kristja´n (2015) Phronesis as an ideal in professional medical ethics: some preliminary positionings and problematics, Theor Med Bioeth,  36:299–320  Intezari et al.”When knowledge is insufficient: Wisdom in a complex world”, Proceedings of the Eighteenth Americas Conference on Information Systems, Seattle, Washington, August 9-12, 2012.  Parker, Malcolm (2002) Whither our art? Clinical wisdom and evidence-based medicine , Medicine, Health Care and Philosophy 5: 273–280.  ","much needed to understand and to articulate in a simple way as possible to my profession: midwifery, sage-femme, wise woman  under pressure of EBM and its recommentations which favor status quo of medicalization, standardized practice and routines....  need to ear about wisdom in health care",Unknown,
8/15/2021 19:00,8/15/2021 19:14,IP Address,208.114.165.88,63,794,FALSE,8/15/2021 20:14,R_262N2X9bSGx2NY2,,,,,,,anonymous,EN,0,0,31.224,0,Chrome,92.0.4515.131,Windows NT 10.0,1600x900,"Developmental Psychology,Wisdom",,Yes,No,Yes,PhD,,Other,Emeritus,Other,Community Colleg,Canada,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",engineering is to logical thinking,,actions without intentions are aimless; intentions without actions are unfulfilled potential. wise persons act on their intentions,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021 22:18,8/15/2021 22:22,IP Address,66.8.236.187,73,246,FALSE,8/15/2021 23:22,R_2UVeCz712CNkNDE,,,,,,,anonymous,EN,20.86,20.86,30.295,1,Edge,92.0.902.73,Windows NT 10.0,1280x720,"Social Psychology,Developmental Psychology,Education",,Yes,No,Yes,PhD,,Professor,,University,,USA,Morality is necessary for wisdom,Wisdom is sufficient for morality,soil is to earth.,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2021 2:31,8/16/2021 2:44,IP Address,118.209.126.141,100,765,TRUE,8/16/2021 2:44,R_3HUlbH0wJyXfEg3,,,,,-42.88499451,147.3342896,anonymous,EN,9.213,9.213,172.805,1,Chrome,92.0.4515.131,Windows NT 10.0,1920x1080,Virtue ethics,,Yes,Yes,No,PhD,,Assistant Professor,,University,,Australia,"Morality is relevant for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,fertilizer is to a garden ,wisdom provides depth to moral reasoning and allows for cognition alongside intuition ,"I think one can intentionally cultivate wisdom (love of learning, creativity, novelty-seeking, perspective-taking), without consciously adopting/applying morality.   I also think one can be moral without advanced wisdom.   But each boosts/enhances the other. ",No,,,I think wisdom is culturally contingent. The way wisdom is cultivated and what it constitutes is informed by culture. ,0,0,46.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,
